Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.009743992,0.009837762,0.0
6.1,0.009743992,0.009837762,0.0
6.2,0.009743992,0.009837762,0.0
6.3,0.009743992,0.009837762,0.0
6.4,0.002379829,0.0012918529,0.0
6.5,0.002379829,0.0012918529,0.0
6.6,0.002379829,0.0012918529,0.0
6.7,0.0012132917,6.869318E-4,0.0
6.8,0.0010600908,6.1476685E-4,0.0
6.9,6.8780396E-4,5.470788E-4,0.0
7.0,6.6380535E-4,5.2614155E-4,0.0
7.1,6.2928005E-4,4.955548E-4,0.0
7.2,4.7501532E-4,3.8170334E-4,0.0
7.3,3.6624918E-4,2.9531078E-4,0.0
7.4,2.8120633E-4,2.2973568E-4,0.0
7.5,1.5167553E-4,1.1803065E-4,0.0
7.6,8.8197085E-5,6.347722E-5,0.0
7.7,3.7401285E-5,1.9916948E-5,0.0
7.8,3.424996E-5,1.7165677E-5,0.0
7.9,5.2330133E-6,1.8770302E-6,0.0
