Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.021703249,0.0247685,0.0
6.1,0.021703249,0.0247685,0.0
6.2,0.012142851,0.0126419095,0.0
6.3,0.012142851,0.0126419095,0.0
6.4,0.0087768035,0.008493338,0.0
6.5,0.0087768035,0.008493338,0.0
6.6,0.0061957375,0.0053962586,0.0
6.7,0.0047622547,0.0036848471,0.0
6.8,0.0041159308,0.0029253857,0.0
6.9,0.004046161,0.0028497444,0.0
7.0,0.003997127,0.0027963368,0.0
7.1,0.003878636,0.0026715652,0.0
7.2,0.00371249,0.0024987774,0.0
7.3,0.0036933604,0.0024826261,0.0
7.4,0.0036726352,0.0024640032,0.0
7.5,0.0035994058,0.0024103448,0.0
7.6,0.0033035777,0.0021910022,0.0
7.7,0.0020436216,0.00113844,0.0
7.8,1.0876673E-4,4.298368E-5,0.0
7.9,2.3464577E-6,1.1644184E-6,0.0
