Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0033923604,0.0034651055,0.0
6.1,0.0033923604,0.0034651055,0.0
6.2,0.0033923604,0.0034651055,0.0
6.3,0.0033923604,0.0034651055,0.0
6.4,0.0033923604,0.0034651055,0.0
6.5,0.0033923604,0.0034651055,0.0
6.6,0.0033923604,0.0034651055,0.0
6.7,0.0018381875,0.0018795716,0.0
6.8,0.0017572626,0.0017968746,0.0
6.9,0.0011867158,0.0012150991,0.0
7.0,0.0011273306,0.0011541175,0.0
7.1,8.293364E-4,8.503841E-4,0.0
7.2,6.7661767E-4,6.9426105E-4,0.0
7.3,4.301423E-4,4.4019555E-4,0.0
7.4,2.223553E-4,2.2850056E-4,0.0
7.5,1.562064E-4,1.6077571E-4,0.0
7.6,8.8640954E-5,9.1332724E-5,0.0
