Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.001970914,0.0019917807,0.0
6.1,0.0011491019,0.0011621015,0.0
6.2,8.1494235E-4,8.2493474E-4,0.0
6.3,8.1494235E-4,8.2493474E-4,0.0
6.4,6.553905E-4,6.639895E-4,0.0
6.5,5.6915404E-4,5.7698396E-4,0.0
6.6,4.980042E-4,5.0515E-4,0.0
6.7,4.0640513E-4,4.126125E-4,0.0
6.8,3.323974E-4,3.376986E-4,0.0
6.9,2.569914E-4,2.613418E-4,0.0
7.0,1.6331839E-4,1.6628814E-4,0.0
7.1,9.22479E-5,9.394679E-5,0.0
7.2,2.537988E-5,2.5756026E-5,0.0
7.3,2.8130391E-6,2.8548702E-6,0.0
