Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0020067208,0.0020288308,0.0
6.1,0.0020067208,0.0020288308,0.0
6.2,0.0020067208,0.0020288308,0.0
6.3,0.0020067208,0.0020288308,0.0
6.4,0.0020067208,0.0020288308,0.0
6.5,6.235248E-4,6.2686874E-4,0.0
6.6,6.235248E-4,6.2686874E-4,0.0
6.7,4.3694986E-4,4.381997E-4,0.0
6.8,3.3286537E-4,3.329779E-4,0.0
6.9,2.789081E-4,2.7840637E-4,0.0
7.0,1.8562283E-4,1.8389824E-4,0.0
7.1,1.5850292E-4,1.5616766E-4,0.0
7.2,1.0856859E-4,1.05181534E-4,0.0
7.3,5.8240406E-5,5.5298893E-5,0.0
