Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.004045588,0.0036246823,0.0
6.1,0.004045588,0.0036246823,0.0
6.2,0.004045588,0.0036246823,0.0
6.3,0.004045588,0.0036246823,0.0
6.4,0.004045588,0.0036246823,0.0
6.5,0.004045588,0.0036246823,0.0
6.6,0.0013833415,8.3644147E-4,0.0
6.7,0.0013506424,8.0277986E-4,0.0
6.8,0.0013481114,8.01137E-4,0.0
6.9,0.0012818627,7.3612365E-4,0.0
7.0,0.0012692984,7.2413887E-4,0.0
7.1,0.0012333926,6.9030316E-4,0.0
7.2,0.0011848784,6.468001E-4,0.0
7.3,0.001115068,5.904879E-4,0.0
7.4,9.934074E-4,4.945755E-4,0.0
7.5,8.0184115E-4,3.9022224E-4,0.0
7.6,5.5712904E-4,2.4013921E-4,0.0
7.7,2.8741814E-4,7.978118E-5,0.0
