Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0019752553,0.0017662387,0.0
6.1,9.1007963E-4,6.884609E-4,0.0
6.2,9.1007963E-4,6.884609E-4,0.0
6.3,8.2091097E-4,5.984207E-4,0.0
6.4,7.8959437E-4,5.668108E-4,0.0
6.5,7.126527E-4,4.88944E-4,0.0
6.6,6.271311E-4,4.061261E-4,0.0
6.7,5.3181144E-4,3.1268905E-4,0.0
6.8,4.8056975E-4,2.6641795E-4,0.0
6.9,4.241537E-4,2.141534E-4,0.0
7.0,3.5336064E-4,1.505115E-4,0.0
7.1,2.9883112E-4,1.03057995E-4,0.0
7.2,2.7053748E-4,8.170692E-5,0.0
7.3,2.4833842E-4,7.263069E-5,0.0
7.4,2.2949366E-4,6.482462E-5,0.0
7.5,2.0765202E-4,5.6680063E-5,0.0
7.6,1.783743E-4,4.545587E-5,0.0
7.7,1.3884505E-4,3.3284236E-5,0.0
7.8,7.8823476E-5,2.2468837E-5,0.0
7.9,2.2555607E-5,8.8957895E-6,0.0
8.0,9.992109E-6,4.8827005E-6,0.0
8.1,3.537326E-6,2.4163303E-6,0.0
