Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,6.124038E-4,5.4063014E-4,0.0
6.1,6.124038E-4,5.4063014E-4,0.0
6.2,6.124038E-4,5.4063014E-4,0.0
6.3,6.124038E-4,5.4063014E-4,0.0
6.4,6.124038E-4,5.4063014E-4,0.0
6.5,6.124038E-4,5.4063014E-4,0.0
6.6,6.124038E-4,5.4063014E-4,0.0
6.7,6.124038E-4,5.4063014E-4,0.0
6.8,6.124038E-4,5.4063014E-4,0.0
6.9,6.124038E-4,5.4063014E-4,0.0
7.0,6.124038E-4,5.4063014E-4,0.0
7.1,6.124038E-4,5.4063014E-4,0.0
7.2,6.114669E-4,5.396852E-4,0.0
7.3,6.0066837E-4,5.287781E-4,0.0
7.4,5.792044E-4,5.0707493E-4,0.0
7.5,5.438344E-4,4.749179E-4,0.0
7.6,3.661442E-4,3.065091E-4,0.0
7.7,1.6106942E-4,1.1682247E-4,0.0
7.8,3.0008836E-5,2.1332069E-5,0.0
7.9,3.1516086E-6,1.7788109E-6,0.0
