Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0021285915,0.0021771824,0.0
6.1,0.0021285915,0.0021771824,0.0
6.2,0.0021285915,0.0021771824,0.0
6.3,0.0021285915,0.0021771824,0.0
6.4,0.0021285915,0.0021771824,0.0
6.5,0.0012068636,0.0012359598,0.0
6.6,0.0012068636,0.0012359598,0.0
6.7,8.881827E-4,9.1134995E-4,0.0
6.8,6.736412E-4,6.926725E-4,0.0
6.9,3.0628822E-4,3.1843456E-4,0.0
7.0,2.412905E-4,2.5151364E-4,0.0
7.1,1.9849923E-4,2.0750795E-4,0.0
7.2,1.8712023E-4,1.957666E-4,0.0
7.3,1.743689E-4,1.8247674E-4,0.0
7.4,1.5502315E-4,1.6219672E-4,0.0
7.5,7.475195E-5,7.813881E-5,0.0
