Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.0011599615,0.0011883288,0.0
6.1,0.0011599615,0.0011883288,0.0
6.2,8.2344277E-4,8.473548E-4,0.0
6.3,7.745686E-4,7.978802E-4,0.0
6.4,7.441537E-4,7.672055E-4,0.0
6.5,6.639096E-4,6.857705E-4,0.0
6.6,6.1850325E-4,6.3981686E-4,0.0
6.7,5.5037E-4,5.7022687E-4,0.0
6.8,4.688774E-4,4.8699882E-4,0.0
6.9,3.934392E-4,4.0968205E-4,0.0
7.0,3.083136E-4,3.215411E-4,0.0
7.1,2.2984203E-4,2.402802E-4,0.0
7.2,1.5807994E-4,1.6559359E-4,0.0
7.3,9.757392E-5,1.0240291E-4,0.0
7.4,1.6238733E-5,1.6706255E-5,0.0
