Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.016532637,0.004642702,0.0
6.1,0.016532637,0.004642702,0.0
6.2,0.016532637,0.004642702,0.0
6.3,0.0141644105,0.003971357,0.0
6.4,0.0141644105,0.003971357,0.0
6.5,5.0812232E-5,9.2678645E-5,0.0
6.6,4.8783666E-5,9.117256E-5,0.0
6.7,4.8783666E-5,9.117256E-5,0.0
6.8,4.482784E-5,8.9606496E-5,0.0
6.9,4.0436134E-5,8.662707E-5,0.0
7.0,3.5991467E-5,8.145441E-5,0.0
7.1,3.0572617E-5,7.322369E-5,0.0
7.2,2.6806558E-5,6.6288165E-5,0.0
7.3,2.371039E-5,5.7252797E-5,0.0
7.4,1.55591E-5,3.338833E-5,0.0
7.5,2.2134857E-6,3.9570095E-6,0.0
